id,bin15,bin5,historicalspeed,Location,Vehicles,currentspeed,dow,fromnodeid,navteqid,tonodeid,obstime,Signal_duration,,,,
343156861,1,3,759,Bur_Dubai,Two-Wheelers,38,1,1,0,0,91561.91,0,,,,
343156862,1,3,648,Palm_Jumeirah,Two-Wheelers,42,8,2,1,0,4027.02,0,,,,
343156863,1,3,788,Bur_Dubai,Two-Wheelers,43,10,2,1,1,116111.51,0,,,,
343156864,1,3,725,Palm_Jumeirah,Cars/Trucks,39,1,2,1,1,184023.54,0,,,,
343156865,1,3,646,Bur_Dubai,Two-Wheelers,42,3,2,0,0,67124.48,1,,,,
343156866,1,3,601,Palm_Jumeirah,Two-Wheelers,26,7,2,1,0,50070.59,0,,,,
343156867,1,3,521,Palm_Jumeirah,Cars/Trucks,52,5,3,0,0,53793.1,1,,,,
343156868,1,3,561,Al_Sayed_Road,Two-Wheelers,33,6,2,1,0,45261.47,0,,,,
343156869,1,3,564,Bur_Dubai,Cars/Trucks,42,7,1,1,1,36721.4,0,,,,
343156870,1,3,444,Bur_Dubai,Cars/Trucks,45,6,1,1,0,130009.85,1,,,,
343156871,1,3,650,Al_Sayed_Road,Cars/Trucks,71,0,1,1,1,175380.77,0,,,,
343156872,1,3,724,Bur_Dubai,Cars/Trucks,40,10,1,1,0,127847.25,1,,,,
343156873,1,3,719,Al_Sayed_Road,Cars/Trucks,35,3,1,1,1,138231.7,0,,,,
343156874,1,3,548,Bur_Dubai,Two-Wheelers,29,4,2,0,1,48673.18,0,,,,
343156875,1,3,635,Al_Sayed_Road,Cars/Trucks,24,4,2,1,1,70668.77,0,,,,
343156876,1,3,496,Al_Sayed_Road,Two-Wheelers,43,3,2,0,1,199505.53,0,,,,
343156877,1,3,676,Bur_Dubai,Two-Wheelers,37,5,1,1,1,169583.18,1,,,,
343156878,1,3,541,Palm_Jumeirah,Cars/Trucks,40,7,2,1,0,49063.42,0,,,,
343156879,1,3,778,Palm_Jumeirah,Cars/Trucks,41,7,1,1,0,63337.19,0,,,,
343156880,1,3,850,Palm_Jumeirah,Two-Wheelers,45,5,1,1,0,60083.11,1,,,,
343156881,1,3,633,Bur_Dubai,Cars/Trucks,31,1,1,1,0,48606.71,0,,,,
343156882,1,3,625,Bur_Dubai,Cars/Trucks,49,6,1,1,0,165580.93,1,,,,
343156883,1,3,485,Al_Sayed_Road,Cars/Trucks,32,6,2,1,1,194010.12,0,,,,
343156884,1,3,547,Bur_Dubai,Two-Wheelers,48,1,2,0,1,69263.1,0,,,,
343156885,1,3,642,Bur_Dubai,Cars/Trucks,32,3,2,1,1,88698.83,0,,,,
343156886,1,3,718,Bur_Dubai,Two-Wheelers,25,4,1,1,0,63030.97,0,,,,
343156887,1,3,582,Bur_Dubai,Two-Wheelers,32,4,2,1,0,59668.81,0,,,,
343156888,1,3,628,Bur_Dubai,Cars/Trucks,33,6,2,0,0,184230.23,0,,,,
343156889,1,3,737,Palm_Jumeirah,Cars/Trucks,35,0,1,0,1,64050.19,0,,,,
343156890,1,3,828,Al_Sayed_Road,Cars/Trucks,34,9,2,1,1,81853.98,0,,,,
343156891,1,3,609,Al_Sayed_Road,Cars/Trucks,53,10,1,1,1,154642.91,0,,,,
343156892,1,3,730,Bur_Dubai,Cars/Trucks,39,1,1,0,0,145679.6,0,,,,
343156893,1,3,631,Bur_Dubai,Two-Wheelers,22,3,2,0,0,30781.77,0,,,,
343156894,1,3,830,Al_Sayed_Road,Cars/Trucks,40,4,2,0,1,81622.52,0,,,,
343156895,1,3,645,Bur_Dubai,Cars/Trucks,29,1,2,0,1,196474.35,0,,,,
343156896,1,3,663,Bur_Dubai,Cars/Trucks,46,3,2,0,1,176276.1,0,,,,
343156897,1,3,678,Al_Sayed_Road,Cars/Trucks,30,0,1,1,0,35113.08,0,,,,
343156898,1,3,521,Bur_Dubai,Cars/Trucks,30,2,1,1,0,64299.82,0,,,,
343156899,1,3,625,Bur_Dubai,Two-Wheelers,24,1,2,1,1,180969.55,0,,,,
343156900,1,3,523,Bur_Dubai,Cars/Trucks,30,1,1,1,1,138176.78,0,,,,
343156901,1,3,714,Bur_Dubai,Two-Wheelers,72,3,1,1,1,86733.61,0,,,,
343156902,1,3,580,Al_Sayed_Road,Cars/Trucks,67,3,1,1,1,7418.92,0,,,,
343156903,1,3,722,Bur_Dubai,Cars/Trucks,30,5,2,1,0,166376.54,0,,,,
343156904,1,3,630,Al_Sayed_Road,Two-Wheelers,39,7,1,1,0,140881.2,1,,,,
343156905,1,3,579,Bur_Dubai,Cars/Trucks,35,1,2,1,0,4460.2,0,,,,
343156906,1,3,670,Bur_Dubai,Two-Wheelers,38,4,2,1,1,110472.12,0,,,,
343156907,1,3,588,Al_Sayed_Road,Cars/Trucks,34,6,2,1,0,86460.28,0,,,,
343156908,1,3,807,Al_Sayed_Road,Two-Wheelers,42,1,1,1,0,16500.66,1,,,,
343156909,1,3,726,Bur_Dubai,Two-Wheelers,48,4,1,1,0,114020.06,1,,,,
343156910,1,3,812,Palm_Jumeirah,Cars/Trucks,25,5,1,1,0,131660.31,0,,,,
343156911,1,3,631,Palm_Jumeirah,Cars/Trucks,40,3,1,1,0,52449.62,1,,,,
343156912,1,3,682,Bur_Dubai,Cars/Trucks,30,4,1,0,1,161465.31,0,,,,
343156913,1,3,625,Al_Sayed_Road,Two-Wheelers,49,2,1,1,1,20018.79,0,,,,
343156914,1,3,607,Palm_Jumeirah,Cars/Trucks,38,3,1,1,0,176318.27,0,,,,
343156915,1,3,600,Al_Sayed_Road,Two-Wheelers,50,6,1,1,1,50488.91,0,,,,
343156916,1,3,602,Al_Sayed_Road,Two-Wheelers,22,7,1,1,0,30379.6,0,,,,
343156917,1,3,545,Al_Sayed_Road,Two-Wheelers,74,3,2,1,1,161326.73,0,,,,
343156918,1,3,675,Al_Sayed_Road,Cars/Trucks,33,3,2,1,0,45348.08,0,,,,
343156919,1,3,581,Bur_Dubai,Two-Wheelers,47,1,1,0,0,180251.68,1,,,,
343156920,1,3,640,Palm_Jumeirah,Cars/Trucks,33,8,2,0,0,34925.56,0,,,,
343156921,1,3,850,Bur_Dubai,Cars/Trucks,38,7,1,0,0,126555.74,0,,,,
343156922,1,3,490,Al_Sayed_Road,Two-Wheelers,48,8,1,1,0,187921.3,0,,,,
343156923,1,3,710,Al_Sayed_Road,Two-Wheelers,38,4,2,1,1,136390.88,0,,,,
343156924,1,3,613,Palm_Jumeirah,Cars/Trucks,38,9,1,1,0,78566.64,1,,,,
343156925,1,3,812,Bur_Dubai,Cars/Trucks,34,5,1,1,1,166038.27,0,,,,
343156926,1,3,723,Bur_Dubai,Two-Wheelers,20,4,2,1,1,140385.33,0,,,,
343156927,1,3,512,Bur_Dubai,Cars/Trucks,36,4,2,0,0,38629.3,1,,,,
343156928,1,3,731,Bur_Dubai,Two-Wheelers,52,10,1,1,1,24998.75,1,,,,
343156929,1,3,650,Palm_Jumeirah,Cars/Trucks,26,4,2,1,0,128815.33,0,,,,
343156930,1,3,594,Bur_Dubai,Cars/Trucks,57,6,1,1,0,19376.56,1,,,,
343156931,1,3,844,Bur_Dubai,Cars/Trucks,40,7,1,1,0,31904.31,1,,,,
343156932,1,3,686,Palm_Jumeirah,Two-Wheelers,47,5,1,1,0,173179.79,1,,,,
343156933,1,3,695,Palm_Jumeirah,Cars/Trucks,52,8,1,1,1,22485.64,0,,,,
343156934,1,3,624,Al_Sayed_Road,Two-Wheelers,23,6,2,0,1,196668.51,0,,,,
343156935,1,3,503,Al_Sayed_Road,Cars/Trucks,37,6,2,0,0,136506.86,0,,,,
343156936,1,3,535,Bur_Dubai,Two-Wheelers,31,7,2,1,1,36278.89,0,,,,
343156937,1,3,743,Palm_Jumeirah,Two-Wheelers,32,6,2,1,1,163254.39,0,,,,
343156938,1,3,702,Al_Sayed_Road,Cars/Trucks,39,8,2,1,0,99654.13,0,,,,
343156939,1,3,658,Bur_Dubai,Cars/Trucks,29,3,1,1,0,20207.02,0,,,,
343156940,1,3,677,Palm_Jumeirah,Two-Wheelers,41,8,2,1,1,4195.84,0,,,,
343156941,1,3,664,Bur_Dubai,Cars/Trucks,32,10,1,1,1,112340.2,0,,,,
343156942,1,3,766,Palm_Jumeirah,Two-Wheelers,38,7,1,0,1,2035.94,0,,,,
343156943,1,3,461,Al_Sayed_Road,Two-Wheelers,35,8,1,1,0,132295.95,0,,,,
343156944,1,3,688,Al_Sayed_Road,Cars/Trucks,36,0,1,1,0,177383.68,1,,,,
343156945,1,3,678,Bur_Dubai,Two-Wheelers,32,5,2,1,0,90284.47,0,,,,
343156946,1,3,796,Bur_Dubai,Cars/Trucks,24,8,2,1,0,61349.37,0,,,,
343156947,1,3,803,Bur_Dubai,Cars/Trucks,42,5,1,1,0,196466.83,1,,,,
343156948,1,3,712,Bur_Dubai,Cars/Trucks,36,2,3,0,0,70758.37,1,,,,
343156949,1,3,498,Bur_Dubai,Two-Wheelers,31,10,2,1,0,13892.57,0,,,,
343156950,1,3,850,Al_Sayed_Road,Cars/Trucks,22,2,2,1,1,9684.52,0,,,,
343156951,1,3,628,Bur_Dubai,Two-Wheelers,51,3,2,1,1,40546.15,0,,,,
343156952,1,3,539,Palm_Jumeirah,Two-Wheelers,34,4,1,1,1,136603.42,0,,,,
343156953,1,3,732,Bur_Dubai,Cars/Trucks,36,7,1,1,1,133172.48,0,,,,
343156954,1,3,715,Bur_Dubai,Cars/Trucks,41,4,1,0,1,152821.12,1,,,,
343156955,1,3,651,Bur_Dubai,Cars/Trucks,40,4,2,1,1,147715.83,0,,,,
343156956,1,3,813,Bur_Dubai,Cars/Trucks,34,0,2,1,0,43169.15,0,,,,
343156957,1,3,692,Bur_Dubai,Cars/Trucks,29,4,1,1,0,76755.99,1,,,,
343156958,1,3,756,Palm_Jumeirah,Two-Wheelers,39,3,3,1,1,73406.04,1,,,,
343156959,1,3,543,Bur_Dubai,Cars/Trucks,36,6,2,1,0,176728.28,0,,,,
343156960,1,3,790,Bur_Dubai,Two-Wheelers,26,4,2,0,0,98309.27,0,,,,
343156961,1,3,494,Al_Sayed_Road,Cars/Trucks,38,7,2,1,1,6203.66,0,,,,
343156962,1,3,850,Bur_Dubai,Two-Wheelers,39,2,1,1,1,176791.27,0,,,,
343156963,1,3,703,Al_Sayed_Road,Cars/Trucks,29,9,2,1,0,50679.48,0,,,,
343156964,1,3,432,Al_Sayed_Road,Cars/Trucks,38,7,2,1,0,150580.88,0,,,,
343156965,1,3,512,Palm_Jumeirah,Two-Wheelers,32,2,2,1,0,80120.19,0,,,,
343156966,1,3,589,Bur_Dubai,Cars/Trucks,28,7,2,1,0,151645.96,0,,,,
343156967,1,3,514,Bur_Dubai,Two-Wheelers,46,3,1,1,0,55072.32,0,,,,
343156968,1,3,678,Bur_Dubai,Two-Wheelers,38,2,2,0,0,115068.99,0,,,,
343156969,1,3,420,Palm_Jumeirah,Two-Wheelers,34,1,1,0,0,149471.13,1,,,,
343156970,1,3,679,Palm_Jumeirah,Cars/Trucks,38,7,2,1,0,46522.68,0,,,,
343156971,1,3,595,Bur_Dubai,Cars/Trucks,31,4,2,1,0,189995.86,0,,,,
343156972,1,3,713,Bur_Dubai,Two-Wheelers,52,0,1,1,1,46369.57,1,,,,
343156973,1,3,833,Palm_Jumeirah,Cars/Trucks,59,1,1,1,1,30722.52,1,,,,
343156974,1,3,690,Bur_Dubai,Two-Wheelers,42,3,2,0,0,70810.6,0,,,,
343156975,1,3,731,Palm_Jumeirah,Two-Wheelers,21,8,1,1,0,106663.46,1,,,,
343156976,1,3,608,Bur_Dubai,Two-Wheelers,62,8,1,0,0,175836.03,1,,,,
343156977,1,3,479,Al_Sayed_Road,Cars/Trucks,48,5,1,0,1,85646.41,0,,,,
343156978,1,3,519,Bur_Dubai,Cars/Trucks,42,8,2,1,1,101485.72,0,,,,
343156979,1,3,731,Bur_Dubai,Two-Wheelers,47,1,3,0,0,191734.67,1,,,,
343156980,1,3,617,Al_Sayed_Road,Cars/Trucks,61,7,1,1,1,101839.77,0,,,,
343156981,1,3,756,Al_Sayed_Road,Cars/Trucks,29,2,2,1,0,4888.91,0,,,,
343156982,1,3,848,Palm_Jumeirah,Cars/Trucks,31,4,2,1,0,193132.98,0,,,,
343156983,1,3,809,Bur_Dubai,Two-Wheelers,24,4,2,1,0,193518.76,0,,,,
343156984,1,3,698,Palm_Jumeirah,Cars/Trucks,56,1,2,0,0,93982.02,1,,,,
343156985,1,3,779,Palm_Jumeirah,Cars/Trucks,33,1,1,1,1,197000.92,1,,,,
343156986,1,3,606,Al_Sayed_Road,Cars/Trucks,35,7,1,1,0,106837.06,1,,,,
343156987,1,3,612,Palm_Jumeirah,Two-Wheelers,58,1,1,1,1,115161.28,0,,,,
343156988,1,3,663,Al_Sayed_Road,Two-Wheelers,33,8,1,1,0,196260.3,0,,,,
343156989,1,3,549,Palm_Jumeirah,Two-Wheelers,45,3,2,1,1,96404.38,0,,,,
343156990,1,3,675,Bur_Dubai,Two-Wheelers,32,2,1,1,0,97658.66,0,,,,
343156991,1,3,669,Bur_Dubai,Two-Wheelers,35,7,1,1,1,49108.23,1,,,,
343156992,1,3,571,Palm_Jumeirah,Two-Wheelers,34,1,1,0,1,195651.66,0,,,,
343156993,1,3,500,Al_Sayed_Road,Cars/Trucks,37,9,1,1,0,111698,0,,,,
343156994,1,3,628,Bur_Dubai,Cars/Trucks,37,0,2,1,1,171707.93,0,,,,
343156995,1,3,559,Bur_Dubai,Cars/Trucks,34,4,2,1,1,66721.98,0,,,,
343156996,1,3,769,Bur_Dubai,Two-Wheelers,27,2,1,1,1,57876.05,0,,,,
343156997,1,3,733,Palm_Jumeirah,Cars/Trucks,31,6,2,0,0,177994.81,0,,,,
343156998,1,3,750,Bur_Dubai,Cars/Trucks,22,5,2,0,1,105125.65,0,,,,
343156999,1,3,583,Bur_Dubai,Two-Wheelers,42,4,2,1,0,17439.66,0,,,,
343157000,1,3,468,Palm_Jumeirah,Cars/Trucks,42,9,2,1,0,172668.39,0,,,,
343157001,1,3,727,Al_Sayed_Road,Two-Wheelers,57,1,1,0,1,753.37,0,,,,
343157002,1,3,618,Bur_Dubai,Two-Wheelers,37,5,1,1,0,98686.4,1,,,,
343157003,1,3,617,Bur_Dubai,Cars/Trucks,40,5,2,1,1,107047.92,0,,,,
343157004,1,3,793,Al_Sayed_Road,Cars/Trucks,41,9,2,1,0,152153.74,0,,,,
343157005,1,3,630,Bur_Dubai,Cars/Trucks,43,9,2,1,1,34338.04,0,,,,
343157006,1,3,765,Palm_Jumeirah,Cars/Trucks,43,4,1,0,1,173878.87,1,,,,
343157007,1,3,546,Bur_Dubai,Cars/Trucks,28,8,1,1,0,159254.29,0,,,,
343157008,1,3,614,Palm_Jumeirah,Two-Wheelers,30,3,2,1,0,54776.64,0,,,,
343157009,1,3,593,Palm_Jumeirah,Two-Wheelers,29,5,3,1,0,134594.99,0,,,,
343157010,1,3,613,Al_Sayed_Road,Cars/Trucks,34,3,1,1,1,41724.72,0,,,,
343157011,1,3,655,Bur_Dubai,Cars/Trucks,38,4,2,0,0,110527.71,0,,,,
343157012,1,3,700,Bur_Dubai,Two-Wheelers,27,6,1,0,0,8996.79,0,,,,
343157013,1,3,826,Al_Sayed_Road,Two-Wheelers,29,4,1,0,1,190200.53,0,,,,
343157014,1,3,652,Palm_Jumeirah,Cars/Trucks,45,2,1,0,1,115333.43,0,,,,
343157015,1,3,755,Palm_Jumeirah,Two-Wheelers,45,7,1,0,0,143619.52,1,,,,
343157016,1,3,538,Al_Sayed_Road,Cars/Trucks,39,2,2,1,1,58467.08,0,,,,
343157017,1,3,729,Bur_Dubai,Cars/Trucks,34,3,1,1,0,12128.69,0,,,,
343157018,1,3,615,Bur_Dubai,Cars/Trucks,49,3,2,1,1,49872.33,0,,,,
343157019,1,3,700,Al_Sayed_Road,Cars/Trucks,54,1,1,0,1,139735.54,0,,,,
343157020,1,3,434,Palm_Jumeirah,Two-Wheelers,58,9,2,1,0,60891.8,1,,,,
343157021,1,3,729,Al_Sayed_Road,Cars/Trucks,37,10,2,1,0,100862.54,0,,,,
343157022,1,3,513,Bur_Dubai,Cars/Trucks,35,8,1,1,0,76640.29,1,,,,
343157023,1,3,755,Bur_Dubai,Cars/Trucks,41,6,1,1,0,126013.58,1,,,,
343157024,1,3,615,Bur_Dubai,Two-Wheelers,30,9,1,1,0,87347.82,0,,,,
343157025,1,3,747,Palm_Jumeirah,Two-Wheelers,32,5,2,0,1,77370.37,0,,,,
343157026,1,3,850,Bur_Dubai,Two-Wheelers,36,0,1,1,1,62722.44,0,,,,
343157027,1,3,712,Palm_Jumeirah,Two-Wheelers,49,5,2,0,0,196257.68,0,,,,
343157028,1,3,622,Palm_Jumeirah,Two-Wheelers,28,1,2,1,0,81723.8,0,,,,
343157029,1,3,548,Bur_Dubai,Two-Wheelers,35,10,1,1,1,31299.71,0,,,,
343157030,1,3,607,Bur_Dubai,Two-Wheelers,27,2,2,1,0,63495.86,0,,,,
343157031,1,3,653,Bur_Dubai,Two-Wheelers,38,8,1,1,1,166520.96,0,,,,
343157032,1,3,699,Al_Sayed_Road,Cars/Trucks,26,6,1,0,0,150242.44,0,,,,
343157033,1,3,693,Palm_Jumeirah,Cars/Trucks,40,0,1,0,0,27345.18,1,,,,
343157034,1,3,647,Palm_Jumeirah,Two-Wheelers,43,3,2,1,1,87000.39,0,,,,
343157035,1,3,478,Al_Sayed_Road,Two-Wheelers,36,3,2,1,0,44912.7,0,,,,
343157036,1,3,705,Al_Sayed_Road,Two-Wheelers,40,5,1,1,0,179978.68,1,,,,
343157037,1,3,719,Al_Sayed_Road,Cars/Trucks,39,5,2,1,0,145759.7,0,,,,
343157038,1,3,726,Bur_Dubai,Cars/Trucks,34,9,2,0,0,14121.61,0,,,,
343157039,1,3,626,Bur_Dubai,Cars/Trucks,21,1,2,1,0,66232.23,0,,,,
343157040,1,3,552,Bur_Dubai,Cars/Trucks,49,4,1,1,1,190296.76,1,,,,
343157041,1,3,807,Palm_Jumeirah,Two-Wheelers,31,1,2,0,0,172782.69,0,,,,
343157042,1,3,621,Bur_Dubai,Cars/Trucks,34,6,2,1,1,99128.13,0,,,,
343157043,1,3,651,Palm_Jumeirah,Two-Wheelers,24,7,1,1,1,178341.33,0,,,,
343157044,1,3,673,Bur_Dubai,Two-Wheelers,43,5,1,1,1,146992.24,1,,,,
343157045,1,3,652,Bur_Dubai,Cars/Trucks,36,1,2,1,1,151314.98,0,,,,
343157046,1,3,584,Palm_Jumeirah,Cars/Trucks,47,7,1,1,0,92915.84,0,,,,
343157047,1,3,756,Bur_Dubai,Cars/Trucks,37,3,1,1,1,58974,0,,,,
343157048,1,3,670,Bur_Dubai,Two-Wheelers,35,3,2,1,1,174627.06,0,,,,
343157049,1,3,765,Bur_Dubai,Two-Wheelers,50,9,1,1,1,79579.94,1,,,,
343157050,1,3,528,Bur_Dubai,Cars/Trucks,30,2,2,1,0,50771.16,0,,,,
343157051,1,3,701,Bur_Dubai,Cars/Trucks,40,5,1,1,1,153537.55,1,,,,
343157052,1,3,797,Bur_Dubai,Two-Wheelers,29,1,2,1,1,132975.39,0,,,,
343157053,1,3,639,Palm_Jumeirah,Cars/Trucks,27,3,1,0,1,85208.93,0,,,,
343157054,1,3,785,Al_Sayed_Road,Two-Wheelers,61,4,2,1,0,170214.82,1,,,,
343157055,1,3,363,Al_Sayed_Road,Two-Wheelers,28,6,3,1,0,100615.14,1,,,,
343157056,1,3,764,Bur_Dubai,Two-Wheelers,24,7,2,1,0,186105.99,0,,,,
343157057,1,3,676,Bur_Dubai,Two-Wheelers,43,2,1,1,1,55119.53,0,,,,
343157058,1,3,718,Palm_Jumeirah,Cars/Trucks,28,4,1,1,0,28760.99,0,,,,
343157059,1,3,590,Al_Sayed_Road,Two-Wheelers,34,6,2,1,0,171021.44,0,,,,
343157060,1,3,584,Bur_Dubai,Cars/Trucks,38,9,1,1,0,176678.72,0,,,,
343157061,1,3,645,Bur_Dubai,Cars/Trucks,41,7,1,0,1,28667.56,0,,,,
343157062,1,3,772,Palm_Jumeirah,Cars/Trucks,30,6,2,0,0,197238.03,0,,,,
343157063,1,3,399,Palm_Jumeirah,Cars/Trucks,46,2,1,1,0,139994.68,1,,,,
343157064,1,3,529,Bur_Dubai,Cars/Trucks,22,5,1,1,0,151169.83,0,,,,
343157065,1,3,463,Bur_Dubai,Cars/Trucks,35,2,1,1,1,118113.64,0,,,,
343157066,1,3,630,Bur_Dubai,Two-Wheelers,40,7,2,1,1,34453.17,0,,,,
343157067,1,3,780,Bur_Dubai,Cars/Trucks,76,10,1,0,1,64872.33,0,,,,
343157068,1,3,584,Al_Sayed_Road,Cars/Trucks,32,5,2,1,0,10956.82,0,,,,
343157069,1,3,752,Palm_Jumeirah,Cars/Trucks,30,4,1,1,1,36885.85,0,,,,
343157070,1,3,697,Bur_Dubai,Two-Wheelers,47,6,1,1,1,168053.4,0,,,,
343157071,1,3,850,Bur_Dubai,Two-Wheelers,32,7,2,0,0,155227,0,,,,
343157072,1,3,711,Bur_Dubai,Cars/Trucks,51,7,3,1,0,38409.79,1,,,,
343157073,1,3,452,Bur_Dubai,Two-Wheelers,32,5,2,0,1,75279.39,0,,,,
343157074,1,3,610,Al_Sayed_Road,Cars/Trucks,42,6,2,1,0,158302.59,1,,,,
343157075,1,3,694,Bur_Dubai,Two-Wheelers,22,4,2,1,1,11525.72,0,,,,
343157076,1,3,579,Al_Sayed_Road,Cars/Trucks,33,6,1,1,0,94993.04,1,,,,
343157077,1,3,745,Al_Sayed_Road,Two-Wheelers,54,8,1,1,0,173912.29,1,,,,
343157078,1,3,572,Bur_Dubai,Cars/Trucks,33,5,1,0,1,41139.05,0,,,,
343157079,1,3,505,Palm_Jumeirah,Cars/Trucks,29,3,2,1,1,58019.95,0,,,,
343157080,1,3,706,Bur_Dubai,Two-Wheelers,23,5,1,0,0,164128.41,1,,,,
343157081,1,3,693,Palm_Jumeirah,Cars/Trucks,44,5,2,1,1,46998.13,1,,,,
343157082,1,3,725,Palm_Jumeirah,Two-Wheelers,33,7,2,1,1,177279.41,0,,,,
343157083,1,3,791,Bur_Dubai,Cars/Trucks,37,2,2,1,0,75832.53,0,,,,
343157084,1,3,536,Bur_Dubai,Cars/Trucks,46,1,1,1,0,61094.53,0,,,,
343157085,1,3,699,Al_Sayed_Road,Cars/Trucks,47,1,2,0,1,30117.44,0,,,,
343157086,1,3,500,Al_Sayed_Road,Two-Wheelers,47,8,1,1,0,179227.12,0,,,,
343157087,1,3,707,Al_Sayed_Road,Two-Wheelers,53,6,1,1,1,52110.45,0,,,,
343157088,1,3,531,Palm_Jumeirah,Two-Wheelers,42,6,2,1,0,75248.75,0,,,,
343157089,1,3,557,Bur_Dubai,Two-Wheelers,28,7,2,1,0,184317.74,0,,,,
343157090,1,3,659,Bur_Dubai,Two-Wheelers,38,3,2,1,0,158553.1,0,,,,
343157091,1,3,575,Al_Sayed_Road,Two-Wheelers,31,6,2,1,1,95686.42,0,,,,
343157092,1,3,775,Palm_Jumeirah,Cars/Trucks,36,2,2,0,1,71682.54,0,,,,
343157093,1,3,772,Al_Sayed_Road,Cars/Trucks,30,4,1,1,0,1790.48,0,,,,
343157094,1,3,587,Palm_Jumeirah,Cars/Trucks,46,9,1,1,0,139431,1,,,,
343157095,1,3,667,Palm_Jumeirah,Two-Wheelers,39,4,2,1,0,118358.54,0,,,,
343157096,1,3,771,Bur_Dubai,Two-Wheelers,66,7,1,1,1,130827.88,0,,,,
343157097,1,3,523,Palm_Jumeirah,Cars/Trucks,63,6,1,1,1,119404.63,0,,,,
343157098,1,3,662,Palm_Jumeirah,Cars/Trucks,33,0,1,1,1,162703,0,,,,
343157099,1,3,717,Bur_Dubai,Cars/Trucks,42,5,2,1,0,172665.21,0,,,,
343157100,1,3,746,Bur_Dubai,Cars/Trucks,24,3,2,0,1,170142.09,0,,,,
343157101,1,3,569,Bur_Dubai,Cars/Trucks,28,7,2,1,0,73977.23,0,,,,
343157102,1,3,579,Bur_Dubai,Cars/Trucks,36,9,1,1,1,60906.12,0,,,,
343157103,1,3,519,Bur_Dubai,Two-Wheelers,21,1,2,1,1,194867.27,0,,,,
343157104,1,3,696,Palm_Jumeirah,Cars/Trucks,30,4,1,1,1,193716.56,0,,,,
343157105,1,3,693,Palm_Jumeirah,Cars/Trucks,25,6,1,0,1,14633.35,0,,,,
343157106,1,3,587,Palm_Jumeirah,Two-Wheelers,38,0,2,0,0,31730.32,0,,,,
343157107,1,3,626,Bur_Dubai,Two-Wheelers,44,10,1,1,0,20063.63,1,,,,
343157108,1,3,666,Bur_Dubai,Two-Wheelers,66,7,2,1,1,99792.82,0,,,,
343157109,1,3,512,Bur_Dubai,Cars/Trucks,24,6,2,1,0,37654.31,0,,,,
343157110,1,3,689,Al_Sayed_Road,Two-Wheelers,28,3,2,1,1,192449.02,0,,,,
343157111,1,3,803,Bur_Dubai,Two-Wheelers,26,4,2,1,1,181208.47,0,,,,
343157112,1,3,548,Palm_Jumeirah,Cars/Trucks,32,5,1,1,1,155165.61,0,,,,
343157113,1,3,588,Palm_Jumeirah,Two-Wheelers,40,10,1,1,0,121504.18,1,,,,
343157114,1,3,693,Bur_Dubai,Cars/Trucks,68,4,1,1,1,61569.07,0,,,,
343157115,1,3,499,Palm_Jumeirah,Two-Wheelers,55,4,2,1,0,123269.71,0,,,,
343157116,1,3,628,Bur_Dubai,Two-Wheelers,46,1,4,1,0,31272.14,1,,,,
343157117,1,3,624,Al_Sayed_Road,Cars/Trucks,46,3,2,1,1,62825.03,0,,,,
343157118,1,3,733,Bur_Dubai,Cars/Trucks,42,9,1,1,0,184056.45,0,,,,
343157119,1,3,628,Bur_Dubai,Two-Wheelers,38,3,2,1,1,48924.73,0,,,,
343157120,1,3,633,Bur_Dubai,Two-Wheelers,33,3,2,1,0,191111.02,0,,,,
343157121,1,3,559,Palm_Jumeirah,Two-Wheelers,36,1,2,0,1,54184.06,0,,,,
343157122,1,3,704,Palm_Jumeirah,Cars/Trucks,27,5,1,1,0,64381.33,1,,,,
343157123,1,3,744,Palm_Jumeirah,Cars/Trucks,38,6,2,1,0,78770.86,0,,,,
343157124,1,3,665,Al_Sayed_Road,Two-Wheelers,40,1,1,0,1,116766.79,0,,,,
343157125,1,3,638,Bur_Dubai,Two-Wheelers,42,7,1,0,0,32916.29,0,,,,
343157126,1,3,837,Al_Sayed_Road,Cars/Trucks,31,9,1,0,1,50972.6,0,,,,
343157127,1,3,534,Bur_Dubai,Two-Wheelers,55,8,3,1,0,122066.5,1,,,,
343157128,1,3,548,Bur_Dubai,Two-Wheelers,36,3,1,1,0,65996.9,0,,,,
343157129,1,3,837,Palm_Jumeirah,Cars/Trucks,38,2,1,1,1,79577.38,0,,,,
343157130,1,3,658,Bur_Dubai,Two-Wheelers,44,6,1,1,0,130529.13,0,,,,
343157131,1,3,554,Bur_Dubai,Two-Wheelers,38,4,2,1,1,172629.67,0,,,,
343157132,1,3,724,Palm_Jumeirah,Cars/Trucks,30,7,1,1,0,15216.53,0,,,,
343157133,1,3,723,Bur_Dubai,Cars/Trucks,42,2,1,1,1,17512.53,0,,,,
343157134,1,3,585,Palm_Jumeirah,Two-Wheelers,39,7,2,0,0,131852.01,0,,,,
343157135,1,3,474,Bur_Dubai,Cars/Trucks,33,5,2,1,0,181945.52,1,,,,
343157136,1,3,562,Al_Sayed_Road,Cars/Trucks,32,6,1,1,0,91482.5,0,,,,
343157137,1,3,719,Bur_Dubai,Cars/Trucks,32,9,1,1,1,77119.45,0,,,,
343157138,1,3,635,Palm_Jumeirah,Cars/Trucks,37,5,1,1,0,95611.74,1,,,,
